0.510046,0.028063,0.052971,-0.025637,-0.164584,-0.033335,-0.024049
0.511256,0.028063,0.053414,-0.024129,-0.164584,-0.033556,-0.027077
0.512466,0.028063,0.053932,-0.022578,-0.164584,-0.033741,-0.030008
0.513674,0.028063,0.054448,-0.02106,-0.164584,-0.033925,-0.03288
0.514883,0.037739,0.054964,-0.019377,-0.111111,-0.034073,-0.03459
0.516093,0.037739,0.055481,-0.017728,-0.111111,-0.03422,-0.036265
0.517302,0.037739,0.056035,-0.016076,-0.111111,-0.034479,-0.038015
0.518511,0.037739,0.056588,-0.014458,-0.111111,-0.034737,-0.03973
0.51972,0.053211,0.057179,-0.012526,-0.057436,-0.034958,-0.040301
0.520931,0.053211,0.05777,-0.010632,-0.057436,-0.03518,-0.040861
0.522139,0.053211,0.058397,-0.008741,-0.057436,-0.035364,-0.041373
0.523346,0.053211,0.059023,-0.006888,-0.057436,-0.035549,-0.041875
0.524556,0.046198,0.05954,-0.00532,0.012441,-0.035696,-0.040933
0.525764,0.046198,0.060056,-0.003783,0.012441,-0.035844,-0.04001
0.526974,0.046198,0.060573,-0.002277,0.012441,-0.036065,-0.039178
0.528277,0.046198,0.060931,-0.000957,0.012441,-0.036304,-0.03838
0.529487,0.00327,0.061263,-0.000547,0.023463,-0.036599,-0.037433
0.530696,0.00327,0.061374,-0.000362,0.023463,-0.036894,-0.036504
0.531905,0.00327,0.061484,-0.000181,0.023463,-0.037116,-0.035522
0.533115,0.00327,0.061521,-0.000076,0.023463,-0.037338,-0.034559
0.534324,-0.038644,0.061558,-0.000811,0.02882,-0.037559,-0.033508
0.535532,-0.041009,0.061448,-0.001723,0.02894,-0.037743,-0.03244
0.536741,-0.041009,0.061337,-0.002617,0.02894,-0.037928,-0.031393
0.537949,-0.041009,0.061116,-0.003602,0.02894,-0.037965,-0.030223
0.539156,-0.098642,0.060895,-0.005719,-0.019286,-0.038001,-0.03004
0.540365,-0.097848,0.060563,-0.007887,-0.019322,-0.037928,-0.029753
0.541576,-0.097848,0.06023,-0.010013,-0.019322,-0.037854,-0.029472
0.542785,-0.097848,0.059824,-0.012167,-0.019322,-0.037669,-0.029089
0.543993,-0.124035,0.059419,-0.014802,-0.019322,-0.037485,-0.028713
0.545205,-0.117673,0.058975,-0.017294,-0.067793,-0.037189,-0.029204
0.546413,-0.117673,0.058532,-0.019735,-0.067793,-0.036894,-0.029687
0.547619,-0.117673,0.058091,-0.022127,-0.067793,-0.036673,-0.030233
0.54883,-0.122907,0.057647,-0.024577,-0.067793,-0.036451,-0.030767
0.55004,-0.118138,0.057241,-0.026847,-0.084032,-0.036267,-0.031651
0.551249,-0.118138,0.056835,-0.02907,-0.084032,-0.036082,-0.032518
0.552458,-0.118138,0.056356,-0.031321,-0.084032,-0.035935,-0.033403
0.553666,-0.118138,0.055876,-0.033528,-0.084032,-0.035787,-0.034271
0.554874,-0.102126,0.055286,-0.035478,-0.094933,-0.035603,-0.035304
0.556082,-0.102126,0.054697,-0.037389,-0.094933,-0.035419,-0.036316
0.557292,-0.102126,0.054143,-0.039226,-0.094933,-0.035345,-0.037416
0.558502,-0.102126,0.053589,-0.041027,-0.094933,-0.035271,-0.038494
0.559711,-0.060798,0.053146,-0.041856,-0.063036,-0.035271,-0.038985
0.560922,-0.060798,0.052703,-0.042669,-0.063036,-0.035271,-0.039466
0.562129,-0.060798,0.052334,-0.043393,-0.063036,-0.035271,-0.039937
0.563337,-0.060798,0.051966,-0.044103,-0.063036,-0.035271,-0.040399
0.564547,-0.051132,0.051596,-0.044605,-0.030935,-0.035197,-0.040138
