all i2c devices detected
   0.47499, -91.52290,  -0.07248,  -1.90149, 116.93154,   0.08697,   2.42387

   0.47642, -91.52290,  -0.07270,  -3.69413, 116.93154,   0.08724,   4.71428

   0.47782, -91.52290,  -0.07274,  -5.45075, 116.93154,   0.08749,   6.95887

   0.47922, -91.52795,  -0.07274,  -7.17229, 117.09555,   0.08775,   9.16186

   0.48059, -91.52795,  -0.07274,  -8.85940, 117.09555,   0.08796,  11.32074

   0.48196, -91.52795,  -0.07278, -10.51282, 117.09555,   0.08834,  13.43660

   0.48337, -91.52795,  -0.07282, -12.13316, 116.97139,   0.08872,  15.50768

   0.48477, -91.51193,  -0.07300, -13.72090, 116.72794,   0.08923,  17.53259

   0.48618, -91.51193,  -0.07317, -15.27689, 116.72794,   0.08975,  19.51700

   0.48758, -91.51193,  -0.07338, -16.80180, 116.72794,   0.09026,  21.46172

   0.48898, -91.50715,  -0.07360, -18.29612, 116.89385,   0.09078,  23.37086

   0.49039, -91.50715,  -0.07377, -19.76051, 116.89385,   0.09112,  25.24166

   0.49179, -91.50715,  -0.07385, -21.19552, 116.89385,   0.09146,  27.07504

   0.49319, -91.50842,  -0.07394, -22.60187, 116.97723,   0.09163,  28.87325

   0.49459, -91.47099,  -0.07402, -23.97933, 116.39935,   0.09168,  30.62381

   0.49599, -91.47099,  -0.07411, -25.32925, 116.39935,   0.09172,  32.33936

   0.49739, -91.47099,  -0.07411, -26.65208, 116.39935,   0.09168,  34.02052

   0.49880, -91.47730,  -0.07411, -27.94859, 116.73209,   0.09163,  35.67471

   0.50020, -91.47730,  -0.07415, -29.21920, 116.73209,   0.09150,  37.29573

   0.50160, -91.47730,  -0.07419, -30.46441, 116.73209,   0.09138,  38.88433

   0.50304, -91.47868,  -0.07433, -31.68482, 116.81635,   0.09138,  40.44297

   0.50444, -91.50011,  -0.07445, -32.88125, 117.14968,   0.09146,  41.97719

   0.50584, -91.50011,  -0.07458, -34.05376, 117.14968,   0.09155,  43.48072

   0.50727, -91.50011,  -0.07458, -35.20268, 117.14968,   0.09185,  44.95440

   0.50866, -91.54381,  -0.07458, -36.32951, 117.72404,   0.09215,  46.41009

   0.51007, -91.54381,  -0.07454, -37.43375, 117.72404,   0.09254,  47.83675

   0.51150, -91.54381,  -0.07450, -38.51591, 117.72404,   0.09293,  49.23488

   0.51290, -91.54324,  -0.07445, -39.57642, 117.76717,   0.09331,  50.60590

   0.51430, -91.57001,  -0.07454, -40.61637, 118.17569,   0.09370,  51.95768

   0.51570, -91.57001,  -0.07463, -41.63552, 118.17569,   0.09387,  53.28220

   0.51710, -91.57001,  -0.07475, -42.63434, 118.17569,   0.09378,  54.57999

   0.51851, -91.58564,  -0.07488, -43.61349, 118.24492,   0.09370,  55.85321

   0.51991, -91.58564,  -0.07514, -44.57319, 118.24492,   0.09344,  57.10079

   0.52131, -91.58564,  -0.07539, -45.51369, 118.24492,   0.09318,  58.32343

   0.52271, -91.58371,  -0.07574, -46.43542, 118.24492,   0.09297,  59.52164

