0.000998,4.050510,0.000000,100.000000,99,100
0.001892,3.934717,0.000000,100.000000,99,100
0.002745,3.821282,0.000000,100.000000,99,100
0.003597,3.710115,0.000000,100.000000,99,100
0.004463,3.601159,0.000000,100.000000,99,100
0.005333,3.494377,0.000000,100.000000,99,100
0.006199,3.389735,0.000000,100.000000,99,100
0.007068,3.294917,0.000000,100.000000,99,100
0.007935,3.201998,0.000000,100.000000,99,100
0.008804,3.110676,0.000000,100.000000,99,100
0.009673,3.021179,0.000000,100.000000,99,100
0.010537,2.933481,0.000000,100.000000,99,100
0.011399,2.854762,0.000000,100.000000,99,100
0.012262,2.777616,0.000000,100.000000,99,100
0.013155,2.701955,0.000000,100.000000,99,100
0.014017,2.627349,0.000000,100.000000,99,100
0.014881,2.554233,0.000000,100.000000,99,100
0.015745,2.482581,0.000000,100.000000,99,100
0.016610,2.417902,0.000000,100.000000,99,100
0.017473,2.354523,0.000000,100.000000,99,100
0.018337,2.292410,0.000000,100.000000,99,100
0.019201,2.232313,0.000000,100.000000,99,100
0.020064,2.173421,0.000000,100.000000,99,100
0.020930,2.115701,0.000000,100.000000,99,100
0.021794,2.059656,0.000000,100.000000,99,100
0.022657,2.004732,0.000000,100.000000,99,100
0.023521,1.950907,0.000000,100.000000,99,100
0.024386,1.898674,0.000000,100.000000,99,100
0.025251,1.847485,0.000000,100.000000,99,100
0.026114,1.803126,0.000000,100.000000,99,100
0.026978,1.759710,0.000000,100.000000,99,100
0.027841,1.717162,0.000000,100.000000,99,100
0.028708,1.675465,0.000000,100.000000,99,100
0.029572,1.634603,0.000000,100.000000,99,100
0.030435,1.594557,0.000000,100.000000,99,100
0.031297,1.555289,0.000000,100.000000,99,100
0.032161,1.516806,0.000000,100.000000,99,100
0.033027,1.479092,0.000000,100.000000,99,100
0.033890,1.442132,0.000000,100.000000,99,100
0.034753,1.405912,0.000000,100.000000,99,100
0.035617,1.370416,0.000000,100.000000,99,100
0.036482,1.341213,0.000000,100.000000,98,101
0.037344,1.312594,0.000000,100.000000,98,101
0.038207,1.284548,0.000000,100.000000,98,101
0.039071,1.257321,0.000000,100.000000,98,101
0.039935,1.230638,0.000000,100.000000,98,101
0.040799,1.204489,0.000000,100.000000,98,101
0.041662,1.182936,0.000000,100.000000,98,101
0.042525,1.161815,0.000000,100.000000,98,101
0.043389,1.141116,0.000000,100.000000,98,101
0.044268,1.119514,0.000000,100.000000,98,101
0.045170,1.098307,0.000000,100.000000,98,101
0.046034,1.084239,0.000000,100.000000,98,101
0.046898,1.069676,0.000000,100.000000,98,101
0.047786,1.055345,0.000000,100.000000,98,101
0.048657,1.041083,0.000000,100.000000,98,101
0.049523,1.027122,0.000000,100.000000,98,101
0.050386,1.013445,0.000000,100.000000,98,101
0.051249,1.003857,0.000000,100.000000,98,101
0.052113,0.994458,0.000000,100.000000,98,101
0.052977,0.985245,0.000000,100.000000,98,101
0.053840,0.976479,0.000000,100.000000,98,101
0.054704,0.967886,0.000000,100.000000,98,101
0.055566,0.959468,0.000000,100.000000,98,101
0.056432,0.956880,0.000000,100.000000,98,101
0.057296,0.954347,0.000000,100.000000,98,101
0.058159,0.951866,0.000000,100.000000,98,101
0.059023,0.949176,0.000000,100.000000,98,101
0.059886,0.946541,0.000000,100.000000,98,101
0.060748,0.945070,0.000000,100.000000,98,101
0.061612,0.943948,0.000000,100.000000,98,101
0.062475,0.942848,0.000000,100.000000,98,101
0.063337,0.941773,0.000000,100.000000,98,101
0.064201,0.941750,0.000000,100.000000,98,101
0.065067,0.941725,0.000000,100.000000,98,101
0.065930,0.945156,0.000000,100.000000,98,101
0.066794,0.948775,0.000000,100.000000,98,101
0.067657,0.952322,0.000000,100.000000,98,101
0.068522,0.955798,0.000000,100.000000,98,101
0.069385,0.959205,0.000000,100.000000,98,101
0.070248,0.962544,0.000000,100.000000,98,101
0.071110,0.970159,0.000000,100.000000,98,101
0.071974,0.976847,0.000000,100.000000,98,101
0.072854,0.983379,0.000000,100.000000,98,101
0.073717,0.989803,0.000000,100.000000,98,101
0.074581,0.996099,0.000000,100.000000,98,101
0.075443,1.002270,0.000000,100.000000,98,101
0.076306,1.017176,0.000000,100.000000,98,101
0.077320,1.031582,0.000000,100.000000,98,101
0.078188,1.045895,0.000000,100.000000,98,101
0.079056,1.060182,0.000000,100.000000,98,101
0.079922,1.074185,0.000000,100.000000,98,101
0.080790,1.092069,0.000000,100.000000,98,101
0.081656,1.109081,0.000000,100.000000,98,101
0.082521,1.125752,0.000000,100.000000,98,101
0.083388,1.142087,0.000000,100.000000,98,101
0.084254,1.158356,0.000000,100.000000,98,101
0.085118,1.174301,0.000000,100.000000,98,101
0.085981,1.189855,0.000000,100.000000,98,101
0.087062,1.205449,0.000000,100.000000,98,101
0.087919,1.220901,0.000000,100.000000,98,101
0.088774,1.236555,0.000000,100.000000,98,101
0.089627,1.251897,0.000000,100.000000,98,101
0.090480,1.260144,0.000000,100.000000,98,101
0.091332,1.267971,0.000000,100.000000,98,101
0.092183,1.275643,0.000000,100.000000,98,101
0.093036,1.283160,0.000000,100.000000,98,101
0.093889,1.289762,0.000000,100.000000,98,101
0.094741,1.296232,0.000000,100.000000,98,101
0.095593,1.283801,0.000000,100.000000,98,101
0.096446,1.271362,0.000000,100.000000,98,101
0.097298,1.259172,0.000000,100.000000,98,101
0.098150,1.247227,0.000000,100.000000,98,101
0.099002,1.235010,0.000000,100.000000,98,101
0.099854,1.223039,0.000000,100.000000,98,101
0.100728,1.196847,0.000000,100.000000,98,101
0.101595,1.171196,0.000000,100.000000,98,101
0.102461,1.146058,0.000000,100.000000,98,101
0.103326,1.121426,0.000000,100.000000,98,101
0.104192,1.097284,0.000000,100.000000,98,101
0.105060,1.073622,0.000000,100.000000,98,101
