0.623697,0.033373,5.838154,311,688
0.630349,-0.231581,5.727423,315,684
0.636924,-0.264836,5.620872,314,685
0.643500,-0.117339,5.520780,316,683
0.650071,0.231868,5.432415,315,684
0.656648,0.372073,5.349226,317,682
0.663219,0.313332,5.262580,324,675
0.669794,0.234885,5.175320,328,671
0.676367,0.063216,5.085581,331,668
0.682936,-0.070548,4.994168,335,664
0.689508,0.023494,4.907256,337,662
0.696082,0.329481,4.829583,337,662
0.702659,0.329253,4.752285,341,658
0.709254,0.681710,4.681249,346,653
0.715855,0.699745,4.606673,355,644
0.722424,0.433282,4.522931,364,635
0.728999,-0.292205,4.423601,371,628
0.735573,-0.128956,4.325198,379,620
0.742142,-0.362217,4.223513,383,616
0.748715,-0.055022,4.128625,387,612
0.755287,0.602321,4.046424,393,606
0.761845,-0.655042,3.938195,399,600
0.768419,0.471914,3.854243,402,597
0.774993,-0.279750,3.755558,407,592
0.781567,-0.596928,3.650735,412,587
0.788163,0.385907,3.568792,413,586
0.794712,0.116142,3.480075,420,579
0.801288,-0.222203,3.384118,425,574
0.808105,-0.490692,3.284727,427,572
0.815006,-0.435448,3.193110,424,575
0.821904,-1.634133,3.083074,423,576
0.828799,-0.942723,3.002682,409,590
0.835687,-0.418686,2.944062,400,599
0.842574,0.051031,2.902392,393,606
0.849496,-0.710015,2.852420,388,611
0.856389,0.006416,2.821600,384,615
0.863297,1.310368,2.819600,382,617
0.870195,0.357651,2.799984,380,619
0.877096,-0.080017,2.770168,384,615
0.884023,0.716124,2.752829,389,610
0.890917,0.717281,2.731831,394,605
0.897816,0.399195,2.700157,401,598
0.904717,0.386454,2.666186,405,594
0.911642,-0.024423,2.620575,411,588
0.918539,0.039398,2.574027,416,583
0.925445,0.057999,2.528581,418,581
0.932349,-0.354052,2.474977,420,579
0.939244,-0.088374,2.429609,420,579
0.946150,-0.083495,2.388353,417,582
0.953050,0.160890,2.353008,418,581
0.959935,-0.103177,2.315334,416,583
0.966823,0.069125,2.283926,415,584
0.973709,-0.202875,2.249141,414,585
0.980595,-0.301981,2.215130,413,586
0.987480,-0.080112,2.186234,414,585
0.994360,-0.033337,2.159047,414,585
1.001252,-0.070080,2.129841,417,582
1.008119,0.165340,2.099918,425,574
1.015007,0.210037,2.068630,430,569
1.021896,0.610811,2.043101,434,565
1.028812,0.369467,2.011201,437,562
1.035763,0.139930,1.972446,442,557
1.042663,0.550089,1.941028,445,554
1.049551,0.758090,1.912550,448,551
1.056436,0.635398,1.881777,449,550
1.063326,0.471796,1.848757,450,549
1.070218,0.309329,1.815825,448,551
1.077124,0.596042,1.789695,448,551
1.084029,0.812306,1.770066,446,553
1.090934,0.524705,1.748794,443,556
1.097840,0.543015,1.728108,444,555
1.104747,0.896826,1.716565,442,557
1.111677,0.506394,1.697461,443,556
