0.006768,1.310138,0.723511,485,514
0.013358,1.191706,0.739303,485,514
0.019920,1.117201,0.757187,484,515
0.026470,1.125713,0.775061,484,515
0.033018,1.240438,0.794281,484,515
0.039972,1.377604,0.814602,483,516
0.046670,1.661167,0.837065,483,516
0.053232,1.751046,0.858409,482,517
0.059755,1.775169,0.876864,482,517
0.066313,1.620830,0.892256,482,517
0.072902,1.486990,0.904469,481,518
0.079461,1.380161,0.917047,481,518
0.086009,1.258433,0.928694,481,518
0.092551,1.278693,0.941685,481,518
0.099121,1.334327,0.955356,480,519
0.105679,1.767853,0.973885,480,519
0.112233,2.040678,0.992205,480,519
0.118784,2.242393,1.010079,479,520
0.125343,2.343542,1.024904,479,520
0.131899,2.338750,1.035027,479,520
0.138476,2.200343,1.042325,479,520
0.145033,2.035542,1.045248,479,520
0.151589,1.927092,1.046535,479,520
0.158143,1.858674,1.049373,479,520
0.164700,1.605754,1.052777,478,521
0.171268,1.435036,1.059561,478,521
0.178149,1.322010,1.072551,478,521
0.185046,1.217119,1.092072,478,521
0.191935,1.224174,1.118535,477,522
0.198826,1.311350,1.150543,476,523
0.205713,1.555591,1.192550,476,523
0.212599,1.698691,1.238843,475,524
0.219484,2.167418,1.290075,474,525
0.226375,2.584414,1.344529,473,526
0.233261,2.828777,1.399672,472,527
0.240148,2.407468,1.446113,471,528
0.247074,1.851889,1.483356,470,529
0.253957,1.248395,1.509250,469,530
0.260858,1.237015,1.535099,469,530
0.267755,1.360383,1.564526,468,531
0.274666,1.664171,1.597855,468,531
0.281570,1.539414,1.627583,467,532
0.288825,1.249603,1.649013,467,532
0.295811,1.486107,1.670957,466,533
0.302692,1.797882,1.695849,466,533
0.309607,1.609322,1.714304,465,534
0.316505,1.416777,1.723748,465,534
0.323365,1.842400,1.735684,465,534
0.330257,2.083552,1.748540,465,534
0.337150,2.049908,1.753251,464,535
0.344037,1.963450,1.751814,464,535
0.350926,2.126935,1.746051,465,534
0.357840,2.332156,1.740531,465,534
0.364732,2.311756,1.731675,465,534
0.371638,2.353040,1.721715,465,534
0.378536,2.395330,1.709735,465,534
0.385432,2.304596,1.698453,466,533
0.392321,1.790551,1.683114,466,533
0.399175,1.532462,1.667929,466,533
0.406081,1.424122,1.660908,466,533
0.412974,1.439505,1.664028,466,533
0.419864,1.327555,1.672467,466,533
0.426778,1.445012,1.688723,466,533
0.433670,1.818050,1.716172,465,534
0.440559,1.990090,1.746708,465,534
0.447451,1.803256,1.774143,464,535
0.454341,1.971402,1.803767,463,536
0.461234,2.456820,1.839013,463,536
0.468120,2.287721,1.867061,462,537
0.475029,2.033461,1.887667,462,537
0.481920,1.939193,1.904899,461,538
0.488827,1.788042,1.920455,461,538
0.495664,1.448039,1.928308,461,538
0.502542,1.379424,1.930005,461,538
0.509427,1.688014,1.934970,461,538
0.516313,1.947906,1.938856,461,538
0.523203,1.845276,1.934226,461,538
0.530094,1.787305,1.927911,461,538
0.536982,1.663332,1.919039,461,538
0.544416,1.570552,1.907981,461,538
0.551338,1.480835,1.897081,462,537
0.558209,1.586365,1.887295,462,537
0.565106,2.038021,1.887548,462,537
0.572048,2.164547,1.889479,462,537
0.578937,2.155610,1.889159,462,537
0.585822,2.500316,1.891624,462,537
0.592708,2.959739,1.897256,462,537
0.599593,3.092402,1.901929,461,538
0.606484,2.710325,1.897411,462,537
0.613365,2.497305,1.892865,462,537
0.620246,2.289310,1.890218,462,537
0.627128,1.845922,1.885343,462,537
0.634012,1.358636,1.882759,462,537
0.640933,1.387806,1.889752,462,537
0.647813,1.601433,1.907776,461,538
0.654856,1.414180,1.927100,461,538
0.661762,1.376013,1.948840,461,538
0.668694,1.701433,1.977815,460,539
0.675634,1.709781,2.006204,459,540
0.682535,1.697996,2.031336,459,540
0.689440,1.936728,2.054142,458,541
0.696337,2.100752,2.070054,458,541
0.703246,1.912811,2.074681,458,541
0.710135,1.654974,2.071565,458,541
0.717025,1.393290,2.061423,458,541
0.723917,1.370574,2.050825,458,541
0.730807,1.504809,2.041268,459,540
0.737700,1.545246,2.031474,459,540
0.744540,1.391013,2.018586,459,540
0.751408,1.536889,2.009695,459,540
0.758283,1.866682,2.007167,459,540
